Age,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_(days/week),Experience_Level,BMI,BMI_fixed,Duration_Category,Intensity,HRR,Hydration_Ratio,BPM_Efficiency,Gender_Male,Workout_Type_HIIT,Workout_Type_Strength,Workout_Type_Yoga,Workout_Type_\nStrength,Workout_Type_\tCardio,Workout_Type_\tYoga,cluster,cluster_label
18.0,56.5,1.93,177.0,156.0,52.0,1.53,1419.0,22.3,3.5,4.0,2.0,16.43,15.168192434696234,Long,927.4509803921568,125.0,0.061946902654867256,0.8813559322033898,True,False,True,False,False,False,False,-1,Active
39.0,83.7,1.52,187.0,152.0,58.0,1.65,1647.0,29.3,3.2,,,15.84,36.22749307479224,Long,998.1818181818182,129.0,0.038231780167264036,0.8128342245989305,True,False,True,False,False,False,False,0,Active
34.0,79.1,1.73,188.0,151.0,58.0,1.32,1191.0,30.7,3.6,,2.0,18.31,26.429215810752112,Medium,902.2727272727273,130.0,0.04551201011378003,0.8031914893617021,False,False,False,True,False,False,False,0,Active
46.0,56.7,1.97,199.0,160.0,56.0,1.3,1215.0,26.4,2.4,3.0,1.0,16.02,14.610013141281662,Medium,934.6153846153845,143.0,0.042328042328042326,0.8040201005025126,False,True,False,False,False,False,False,-1,Active
43.0,47.1,1.81,166.0,149.0,69.0,0.76,998.0,22.2,3.0,4.0,1.0,29.69,14.376850523488294,Medium,1313.157894736842,97.0,0.06369426751592357,0.8975903614457831,False,True,False,False,False,False,False,-1,Active
51.0,65.1,1.85,185.0,130.0,60.0,2.0,717.0,22.2,1.9,2.0,2.0,15.62,19.021183345507666,Long,358.5,125.0,0.029185867895545316,0.7027027027027027,True,False,False,False,False,False,False,2,Moderate
55.0,60.6,1.68,185.0,124.0,70.0,1.35,1447.0,24.0,2.0,4.0,1.0,18.66,21.471088435374153,Medium,1071.8518518518517,115.0,0.033003300330033,0.6702702702702703,False,True,False,False,False,False,False,-1,Active
42.0,101.0,1.56,186.0,168.0,56.0,1.19,650.0,27.6,3.6,4.0,1.0,24.46,41.50230111768573,Medium,546.2184873949581,130.0,0.03564356435643565,0.9032258064516129,False,True,False,False,False,False,False,-1,Active
31.0,66.4,1.76,175.0,140.0,69.0,1.55,640.0,24.7,3.5,4.0,2.0,29.07,21.435950413223143,Long,412.9032258064516,106.0,0.05271084337349397,0.8,False,False,True,False,False,False,False,-1,Active
49.0,97.1,2.0,174.0,153.0,74.0,1.26,763.0,10.0,2.6,2.0,2.0,23.64,24.275,Medium,605.5555555555555,100.0,0.026776519052523175,0.8793103448275862,True,False,True,False,False,False,False,-1,Active
29.0,73.7,1.88,192.0,141.0,59.0,1.68,769.0,,3.2,3.0,3.0,24.55,20.85219556360344,Long,457.73809523809524,133.0,0.04341926729986432,0.734375,True,False,False,False,False,False,False,-1,Active
44.0,86.1,1.73,178.0,140.0,51.0,1.12,1244.0,22.7,3.4,3.0,3.0,19.23,28.76808446657088,Medium,1110.7142857142856,127.0,0.03948896631823461,0.7865168539325843,True,False,True,False,False,False,False,-1,Active
37.0,58.7,1.78,195.0,154.0,59.0,1.34,1015.0,29.5,2.8,2.0,3.0,18.67,18.526701174094182,Medium,757.4626865671642,136.0,0.04770017035775127,0.7897435897435897,False,False,False,False,False,False,False,-1,Active
37.0,69.1,1.74,175.0,127.0,53.0,1.61,1411.0,31.9,3.6,2.0,2.0,18.07,22.823358435724664,Long,876.3975155279503,122.0,0.052098408104196824,0.7257142857142858,False,False,True,False,False,False,False,1,Active
46.0,73.0,1.73,164.0,150.0,54.0,1.87,1037.0,25.1,3.4,2.0,,15.27,24.3910588392529,Long,554.5454545454545,110.0,0.04657534246575342,0.9146341463414634,False,False,False,False,False,False,False,0,Active
53.0,67.3,1.5,199.0,151.0,60.0,1.04,593.0,15.8,3.4,4.0,2.0,12.32,29.91111111111111,Medium,570.1923076923076,139.0,0.05052005943536404,0.7587939698492462,True,True,False,False,False,False,False,0,Active
47.0,59.2,1.67,182.0,169.0,57.0,1.06,1252.0,31.5,2.2,3.0,2.0,23.65,21.22700706371688,Medium,1181.132075471698,125.0,0.037162162162162164,0.9285714285714286,False,True,False,False,False,False,False,0,Active
46.0,119.6,1.71,176.0,129.0,53.0,1.26,1144.0,23.9,1.7,4.0,2.0,12.32,40.901473957798984,Medium,907.936507936508,123.0,0.014214046822742476,0.7329545454545454,False,True,False,False,False,False,False,-1,Active
53.0,80.1,1.69,188.0,167.0,74.0,2.0,1196.0,13.0,2.3,3.0,1.0,14.85,28.045236511326635,Long,598.0,114.0,0.02871410736579276,0.8882978723404256,True,False,True,False,False,False,False,-1,Active
42.0,59.1,1.65,183.0,138.0,71.0,2.0,957.0,21.2,2.0,2.0,2.0,35.06,21.707988980716255,Long,478.5,112.0,0.0338409475465313,0.7540983606557377,True,False,True,False,False,False,False,0,Active
48.0,88.8,1.91,183.0,156.0,67.0,0.87,853.0,32.5,3.3,3.0,2.0,19.12,24.34143800882651,Medium,980.4597701149426,116.0,0.037162162162162164,0.8524590163934426,False,False,False,False,False,False,False,0,Active
36.0,53.4,1.75,177.0,120.0,70.0,0.68,1257.0,26.7,2.7,5.0,2.0,35.28,17.43673469387755,Short,1848.5294117647059,107.0,0.050561797752808994,0.6779661016949152,True,False,False,True,False,False,False,-1,Active
18.0,98.9,1.58,181.0,126.0,68.0,1.48,1330.0,27.5,3.1,3.0,2.0,12.32,39.61704854991187,Medium,898.6486486486486,113.0,0.03134479271991911,0.6961325966850829,True,False,False,False,False,False,False,0,Active
41.0,112.2,1.81,188.0,159.0,53.0,1.16,995.0,30.3,3.3,3.0,2.0,18.28,34.24803882665364,Medium,857.7586206896552,135.0,0.02941176470588235,0.8457446808510638,False,False,False,True,False,False,False,0,Active
30.0,101.6,1.73,190.0,133.0,56.0,1.38,1047.0,22.1,3.2,3.0,3.0,40.75,33.947007918741015,Medium,758.6956521739131,134.0,0.03149606299212599,0.7,True,False,False,False,False,False,False,-1,Active
19.0,74.7,1.85,194.0,127.0,74.0,0.65,1105.0,19.4,3.6,2.0,2.0,16.46,21.82615047479912,Short,1700.0,120.0,0.04819277108433735,0.654639175257732,False,False,False,False,False,False,False,-1,Active
22.0,68.4,1.86,175.0,129.0,66.0,1.99,895.0,20.0,3.6,5.0,1.0,16.16,19.771071800208116,Long,449.74874371859295,109.0,0.05263157894736842,0.7371428571428571,True,False,False,False,False,False,False,0,Active
22.0,86.2,1.93,167.0,145.0,62.0,1.74,640.0,18.6,3.3,3.0,1.0,29.48,23.14156084727107,Long,367.81609195402297,105.0,0.0382830626450116,0.8682634730538922,False,False,True,False,False,False,False,-1,Active
51.0,98.9,1.85,181.0,138.0,70.0,1.49,859.0,25.0,1.5,2.0,2.0,25.3,28.89700511322133,Medium,576.510067114094,111.0,0.015166835187057633,0.7624309392265194,True,False,False,False,False,False,False,-1,Active
27.0,50.6,2.0,174.0,129.0,68.0,1.34,1179.0,31.0,2.0,5.0,2.0,24.12,12.65,Medium,879.8507462686566,106.0,0.039525691699604744,0.7413793103448276,False,True,False,False,False,False,False,0,Active
56.0,68.1,2.0,168.0,160.0,74.0,1.39,1350.0,23.8,3.3,5.0,2.0,17.05,17.025,Medium,971.2230215827338,94.0,0.048458149779735685,0.9523809523809523,False,False,False,True,False,False,False,-1,Active
22.0,53.0,1.83,199.0,129.0,74.0,0.88,540.0,11.9,3.1,4.0,2.0,15.29,15.826092149661081,Medium,613.6363636363636,125.0,0.05849056603773585,0.6482412060301508,False,False,True,False,False,False,False,-1,Active
28.0,59.2,1.68,187.0,127.0,54.0,1.53,466.0,27.3,2.9,2.0,3.0,12.32,20.97505668934241,Long,304.5751633986928,133.0,0.048986486486486486,0.679144385026738,True,False,True,False,False,False,False,-1,Active
35.0,40.0,2.0,169.0,138.0,72.0,1.08,576.0,31.2,2.9,2.0,3.0,20.21,10.0,Medium,533.3333333333333,97.0,0.0725,0.8165680473372781,True,False,True,False,False,False,False,-1,Active
48.0,90.4,2.0,193.0,156.0,59.0,1.78,1246.0,24.4,2.3,3.0,2.0,13.35,22.6,Long,700.0,134.0,0.025442477876106193,0.8082901554404145,True,False,False,False,False,False,False,-1,Active
25.0,74.6,1.63,182.0,160.0,60.0,0.93,1028.0,14.8,3.5,3.0,2.0,18.08,28.077835070947344,Medium,1105.3763440860214,122.0,0.04691689008042896,0.8791208791208791,False,True,False,False,False,False,False,0,Active
24.0,92.2,1.71,194.0,141.0,59.0,2.0,1580.0,32.9,2.4,4.0,2.0,,31.531069388871792,Long,790.0,135.0,0.026030368763557483,0.7268041237113402,True,True,False,False,False,False,False,2,Moderate
35.0,56.2,1.74,170.0,151.0,66.0,0.99,1215.0,26.9,2.9,4.0,2.0,20.61,18.56255780155899,Medium,1227.2727272727273,104.0,0.05160142348754448,0.888235294117647,False,False,True,False,False,False,False,0,Active
18.0,63.0,1.66,191.0,168.0,74.0,0.89,456.0,24.5,2.7,3.0,2.0,14.75,22.8625344752504,Medium,512.3595505617977,117.0,0.04285714285714286,0.8795811518324608,True,False,True,False,False,False,False,0,Active
50.0,76.1,1.82,191.0,146.0,54.0,1.12,817.0,25.0,3.2,2.0,1.0,14.5,22.97427846878396,Medium,729.4642857142857,137.0,0.04204993429697767,0.7643979057591623,False,False,False,False,False,False,False,2,Moderate
32.0,45.9,1.83,192.0,120.0,55.0,1.49,808.0,22.4,1.5,3.0,1.0,17.82,13.70599301263101,Medium,542.2818791946308,137.0,0.032679738562091505,0.625,False,False,False,True,False,False,False,-1,Active
31.0,86.4,1.59,187.0,169.0,50.0,2.0,1336.0,27.6,1.6,4.0,1.0,14.57,34.175863296546815,Long,668.0,137.0,0.018518518518518517,0.9037433155080213,False,False,False,True,False,False,False,-1,Active
30.0,54.9,1.93,187.0,165.0,70.0,0.94,836.0,26.7,3.7,4.0,2.0,13.37,14.738650702032269,Medium,889.3617021276597,117.0,0.06739526411657559,0.8823529411764706,False,False,False,False,False,False,False,-1,Active
21.0,91.2,1.7,194.0,142.0,62.0,0.91,1090.0,33.3,3.7,3.0,2.0,17.63,31.55709342560554,Medium,1197.8021978021977,132.0,0.04057017543859649,0.7319587628865979,True,False,True,False,False,False,False,-1,Active
46.0,54.2,1.91,171.0,169.0,67.0,0.9,771.0,14.0,2.6,3.0,3.0,26.79,14.857048874756725,Medium,856.6666666666666,104.0,0.04797047970479705,0.9883040935672515,True,True,False,False,False,False,False,-1,Active
22.0,60.8,1.77,169.0,130.0,74.0,1.1,1298.0,25.4,3.3,2.0,3.0,13.58,19.406939257556893,Medium,1180.0,95.0,0.054276315789473686,0.7692307692307693,False,False,False,False,False,False,False,-1,Active
30.0,46.8,1.67,164.0,153.0,74.0,1.53,684.0,15.2,2.3,4.0,2.0,12.32,16.780809638208613,Long,447.05882352941177,90.0,0.049145299145299144,0.9329268292682927,True,False,False,False,False,False,False,-1,Active
31.0,48.1,1.58,181.0,125.0,70.0,1.88,695.0,23.1,3.3,3.0,2.0,26.69,19.267745553597177,Long,369.68085106382983,111.0,0.0686070686070686,0.6906077348066298,False,True,False,False,False,False,False,-1,Active
36.0,56.5,1.61,189.0,123.0,58.0,2.0,1093.0,32.6,3.5,3.0,3.0,25.74,21.79699857258593,Long,546.5,131.0,0.061946902654867256,0.6507936507936508,True,False,False,True,False,False,False,-1,Active
55.0,78.4,1.59,171.0,132.0,74.0,2.0,1182.0,13.6,3.7,3.0,1.0,12.32,31.011431509829517,Long,591.0,97.0,0.047193877551020405,0.7719298245614035,False,True,False,False,False,False,False,0,Active
44.0,78.2,1.8,171.0,169.0,59.0,1.79,1730.0,17.0,3.5,5.0,1.0,18.17,24.1358024691358,Long,966.4804469273743,112.0,0.04475703324808184,0.9883040935672515,True,True,False,False,False,False,False,-1,Active
34.0,74.2,1.83,194.0,153.0,60.0,1.24,1632.0,27.3,3.0,4.0,2.0,20.18,22.156529009525514,Medium,1316.1290322580646,134.0,0.04043126684636118,0.788659793814433,False,False,True,False,False,False,False,0,Active
57.0,84.0,1.95,199.0,142.0,51.0,1.66,872.0,17.5,3.4,4.0,1.0,21.88,22.090729783037478,Long,525.3012048192771,148.0,0.04047619047619048,0.7135678391959799,False,False,True,False,False,False,False,-1,Active
47.0,79.2,1.81,160.0,169.0,74.0,1.28,595.0,19.0,3.3,2.0,2.0,20.55,24.175086230579044,Medium,464.84375,86.0,0.041666666666666664,1.05625,False,False,False,True,False,False,False,-1,Active
20.0,102.9,1.61,172.0,146.0,70.0,1.57,1113.0,23.5,3.2,3.0,3.0,21.82,39.69754253308128,Long,708.9171974522293,102.0,0.031098153547133137,0.8488372093023255,False,False,False,True,False,False,False,-1,Active
30.0,57.8,1.89,168.0,165.0,67.0,1.38,1099.0,25.6,1.5,,1.0,15.3,16.18095797989978,Medium,796.376811594203,101.0,0.025951557093425608,0.9821428571428571,False,False,True,False,False,False,False,-1,Active
37.0,94.5,1.73,198.0,135.0,74.0,1.16,717.0,23.8,1.6,4.0,3.0,17.52,31.574726853553408,Medium,618.1034482758621,124.0,0.016931216931216932,0.6818181818181818,False,False,True,False,False,False,False,-1,Active
54.0,52.6,1.81,167.0,167.0,53.0,1.46,988.0,26.7,2.4,2.0,1.0,27.97,16.055675956167395,Medium,676.7123287671233,114.0,0.04562737642585551,1.0,False,False,False,True,False,False,False,-1,Active
31.0,50.9,1.51,174.0,130.0,58.0,2.0,1743.0,26.9,3.5,,1.0,22.5,22.32358229902197,Long,871.5,116.0,0.068762278978389,0.7471264367816092,False,False,True,False,False,False,False,0,Active
43.0,58.9,1.85,174.0,139.0,67.0,1.41,1217.0,19.9,2.0,2.0,1.0,20.61,17.209642074506938,Medium,863.1205673758866,107.0,0.03395585738539898,0.7988505747126436,False,False,False,False,False,False,False,-1,Active
22.0,69.3,1.56,164.0,136.0,50.0,1.33,1084.0,30.7,3.4,3.0,,23.56,28.47633136094674,Medium,815.0375939849623,114.0,0.049062049062049064,0.8292682926829268,False,False,False,True,False,False,False,0,Active
24.0,91.2,1.82,181.0,158.0,74.0,1.49,1263.0,26.9,1.8,2.0,2.0,12.74,27.532906653785773,Medium,847.6510067114094,107.0,0.019736842105263157,0.8729281767955801,False,False,False,False,False,False,False,-1,Active
25.0,40.0,1.56,195.0,132.0,57.0,0.65,499.0,16.7,3.4,3.0,2.0,12.32,16.43655489809336,Short,767.6923076923076,138.0,0.08499999999999999,0.676923076923077,True,False,False,True,False,False,False,-1,Active
45.0,76.6,1.77,181.0,122.0,64.0,1.82,1186.0,19.1,3.5,2.0,1.0,20.79,24.450189919882533,Long,651.6483516483516,117.0,0.04569190600522194,0.6740331491712708,True,False,False,False,False,False,False,-1,Active
25.0,61.1,1.72,176.0,162.0,53.0,0.92,1378.0,15.0,3.4,4.0,1.0,12.62,20.653055705786915,Medium,1497.8260869565217,123.0,0.055646481178396066,0.9204545454545454,False,False,True,False,False,False,False,0,Active
51.0,58.8,1.78,172.0,120.0,54.0,2.0,1113.0,31.5,2.3,4.0,1.0,,18.5582628456003,Long,556.5,118.0,0.0391156462585034,0.6976744186046512,False,True,False,False,False,False,False,-1,Active
31.0,48.4,1.81,178.0,120.0,71.0,1.45,1004.0,23.1,1.5,3.0,1.0,31.33,14.773663807576082,Medium,692.4137931034483,107.0,0.030991735537190084,0.6741573033707865,False,False,True,False,False,False,False,-1,Active
28.0,77.8,1.62,164.0,161.0,70.0,1.52,1095.0,23.1,3.5,5.0,2.0,21.22,29.64487120865721,Long,720.3947368421052,94.0,0.04498714652956298,0.9817073170731707,False,False,True,False,False,False,False,-1,Active
48.0,119.9,1.73,165.0,156.0,66.0,0.99,781.0,18.5,3.6,3.0,1.0,18.18,40.06147883323867,Medium,788.8888888888889,99.0,0.030025020850708923,0.9454545454545454,True,False,False,False,False,False,False,-1,Active
44.0,64.5,1.5,173.0,166.0,50.0,0.54,874.0,25.2,1.9,3.0,2.0,12.32,28.666666666666668,Short,1618.5185185185185,123.0,0.02945736434108527,0.9595375722543352,False,False,False,True,False,False,False,-1,Active
39.0,84.0,1.79,176.0,126.0,72.0,1.5,1057.0,28.0,3.3,3.0,1.0,30.44,26.216410224399986,Medium,704.6666666666666,104.0,0.039285714285714285,0.7159090909090909,False,True,False,False,False,False,False,0,Active
34.0,80.7,1.8,193.0,153.0,57.0,1.18,930.0,27.2,2.3,3.0,1.0,13.63,24.90740740740741,Medium,788.135593220339,136.0,0.02850061957868649,0.7927461139896373,True,False,False,True,False,False,False,-1,Active
24.0,102.6,1.67,190.0,132.0,73.0,1.41,800.0,28.3,1.5,3.0,2.0,18.79,36.788698052995805,Medium,567.3758865248227,117.0,0.014619883040935673,0.6947368421052632,False,False,False,True,False,False,False,-1,Active
42.0,57.1,1.84,199.0,163.0,74.0,1.2,303.0,21.3,2.7,3.0,1.0,14.84,16.865548204158788,Medium,252.5,125.0,0.047285464098073555,0.8190954773869347,False,False,True,False,False,False,False,0,Active
18.0,98.5,1.99,187.0,153.0,57.0,1.95,859.0,22.7,1.9,3.0,2.0,15.7,24.873109264917552,Long,440.5128205128205,130.0,0.01928934010152284,0.8181818181818182,False,False,False,True,False,False,False,-1,Active
23.0,68.0,1.74,175.0,120.0,68.0,1.01,694.0,24.5,3.5,5.0,2.0,17.47,22.460034350640772,Medium,687.1287128712871,107.0,0.051470588235294115,0.6857142857142857,False,True,False,False,False,False,False,-1,Active
18.0,40.0,1.82,177.0,127.0,74.0,0.73,352.0,26.0,3.4,3.0,2.0,28.42,12.075836251660427,Short,482.1917808219178,103.0,0.08499999999999999,0.7175141242937854,True,False,False,True,False,False,False,-1,Active
50.0,41.9,2.0,199.0,161.0,74.0,1.24,953.0,24.6,3.2,3.0,2.0,16.02,10.475,Medium,768.5483870967741,125.0,0.07637231503579953,0.8090452261306532,True,False,False,False,False,False,False,-1,Active
18.0,60.5,1.57,177.0,131.0,59.0,1.3,1286.0,28.1,2.6,3.0,2.0,19.42,24.544606272059717,Medium,989.2307692307692,118.0,0.04297520661157025,0.7401129943502824,True,True,False,False,False,False,False,0,Active
46.0,40.7,1.66,190.0,169.0,58.0,0.92,760.0,27.2,3.5,5.0,2.0,18.76,14.769923065757006,Medium,826.0869565217391,132.0,0.08599508599508598,0.8894736842105263,True,True,False,False,False,False,False,-1,Active
18.0,53.8,1.7,197.0,120.0,69.0,1.01,1274.0,31.4,2.4,3.0,3.0,15.72,18.6159169550173,Medium,1261.3861386138615,128.0,0.04460966542750929,0.6091370558375635,False,False,True,False,False,False,False,-1,Active
18.0,115.4,1.79,188.0,168.0,72.0,2.0,859.0,31.2,1.8,3.0,2.0,19.06,36.01635404637808,Long,429.5,116.0,0.01559792027729636,0.8936170212765957,False,False,False,True,False,False,False,-1,Active
46.0,54.0,1.82,177.0,163.0,63.0,1.4,979.0,33.7,3.7,2.0,2.0,14.05,16.302378939741576,Medium,699.2857142857143,114.0,0.06851851851851852,0.9209039548022598,True,False,False,True,False,False,False,-1,Active
24.0,105.7,2.0,187.0,145.0,58.0,1.48,1002.0,25.9,2.5,3.0,1.0,43.01,26.425,Medium,677.0270270270271,129.0,0.023651844843897825,0.7754010695187166,True,False,True,False,False,False,False,-1,Active
30.0,57.7,1.76,160.0,152.0,59.0,1.82,314.0,23.2,1.8,4.0,3.0,12.32,18.62732438016529,Long,172.52747252747253,101.0,0.03119584055459272,0.95,False,False,False,False,False,False,False,-1,Active
24.0,72.7,2.0,190.0,131.0,56.0,1.33,1126.0,12.6,3.6,2.0,2.0,23.15,18.175,Medium,846.6165413533835,134.0,0.04951856946354883,0.6894736842105263,True,False,False,False,False,False,False,-1,Active
25.0,102.4,1.68,188.0,141.0,56.0,1.66,1553.0,18.6,1.7,2.0,2.0,16.38,36.281179138322,Long,935.5421686746988,132.0,0.0166015625,0.75,False,False,False,True,False,False,False,-1,Active
29.0,81.4,1.89,177.0,137.0,70.0,1.01,503.0,14.5,1.5,,1.0,21.8,22.787715909409034,Medium,498.019801980198,107.0,0.018427518427518427,0.7740112994350282,False,False,False,True,False,False,False,-1,Active
39.0,81.9,1.72,187.0,156.0,53.0,1.19,1329.0,24.2,3.4,4.0,2.0,12.91,27.683883180097354,Medium,1116.8067226890757,134.0,0.04151404151404151,0.8342245989304813,True,False,False,True,False,False,False,0,Active
48.0,65.1,1.79,189.0,120.0,74.0,1.26,325.0,23.5,2.1,5.0,3.0,28.56,20.31771792390999,Medium,257.93650793650795,115.0,0.03225806451612904,0.6349206349206349,False,False,True,False,False,False,False,1,Active
28.0,67.8,1.57,198.0,135.0,67.0,2.0,1062.0,30.5,1.5,3.0,1.0,14.86,27.50618686356444,Long,531.0,131.0,0.022123893805309734,0.6818181818181818,False,False,True,False,False,False,False,-1,Active
53.0,55.0,1.6,181.0,133.0,74.0,1.25,645.0,28.2,2.4,4.0,1.0,21.6,21.484374999999996,Medium,516.0,107.0,0.04363636363636363,0.7348066298342542,False,False,True,False,False,False,False,0,Active
38.0,42.6,1.61,172.0,122.0,69.0,1.13,462.0,14.9,2.5,2.0,,15.67,16.43455113614444,Medium,408.8495575221239,103.0,0.05868544600938967,0.7093023255813954,False,False,False,True,False,False,False,0,Active
50.0,61.5,1.57,199.0,139.0,71.0,0.95,798.0,22.5,3.5,4.0,2.0,17.3,24.950302243498722,Medium,840.0,128.0,0.056910569105691054,0.6984924623115578,False,False,False,False,False,False,False,1,Active
27.0,64.2,1.89,188.0,143.0,51.0,2.0,1662.0,23.0,3.1,4.0,2.0,17.41,17.972621147224324,Long,831.0,137.0,0.048286604361370715,0.7606382978723404,True,False,True,False,False,False,False,0,Active
38.0,76.7,1.99,192.0,131.0,74.0,1.14,1263.0,28.3,1.6,5.0,1.0,14.98,19.368197772783514,Medium,1107.8947368421054,118.0,0.020860495436766623,0.6822916666666666,True,False,True,False,False,False,False,-1,Active
54.0,58.1,1.57,182.0,169.0,74.0,1.59,649.0,19.7,3.4,3.0,2.0,23.19,23.57093594060611,Long,408.1761006289308,108.0,0.058519793459552494,0.9285714285714286,False,False,False,False,False,False,False,-1,Active
33.0,58.2,1.62,170.0,163.0,60.0,1.21,1524.0,26.5,2.8,3.0,2.0,12.32,22.176497485139457,Medium,1259.504132231405,110.0,0.04810996563573883,0.9588235294117647,False,False,False,False,False,False,False,-1,Active
46.0,55.1,1.62,170.0,166.0,52.0,1.03,1370.0,34.4,1.8,2.0,1.0,26.04,20.995275110501446,Medium,1330.0970873786407,118.0,0.032667876588021776,0.9764705882352941,True,False,False,False,False,False,False,-1,Active
32.0,51.2,1.9,162.0,160.0,60.0,1.25,988.0,21.6,2.5,3.0,2.0,22.51,14.182825484764544,Medium,790.4,102.0,0.048828125,0.9876543209876543,False,False,False,False,False,False,False,-1,Active
43.0,40.0,1.95,162.0,138.0,58.0,2.0,918.0,26.4,1.8,4.0,2.0,18.66,10.519395134779751,Long,459.0,104.0,0.045,0.8518518518518519,True,False,False,True,False,False,False,-1,Active
42.0,45.3,1.53,193.0,128.0,74.0,1.05,810.0,21.1,2.4,2.0,2.0,17.18,19.351531462258105,Medium,771.4285714285714,119.0,0.052980132450331126,0.6632124352331606,True,False,False,False,False,False,False,-1,Active
22.0,54.1,1.76,178.0,127.0,65.0,1.42,501.0,29.2,3.7,4.0,1.0,22.15,17.465134297520663,Medium,352.81690140845075,113.0,0.06839186691312385,0.7134831460674157,False,False,True,False,False,False,False,-1,Active
24.0,58.8,1.89,163.0,150.0,73.0,1.28,800.0,27.1,2.5,2.0,2.0,15.86,16.46090534979424,Medium,625.0,90.0,0.04251700680272109,0.9202453987730062,True,False,True,False,False,False,False,-1,Active
36.0,55.5,1.69,198.0,132.0,71.0,1.85,1590.0,15.3,2.2,3.0,2.0,27.8,19.432092713840554,Long,859.4594594594594,127.0,0.039639639639639644,0.6666666666666666,False,False,False,False,False,False,False,-1,Active
27.0,40.0,1.8,162.0,140.0,74.0,1.42,901.0,22.2,2.5,5.0,1.0,29.73,12.345679012345679,Medium,634.5070422535211,88.0,0.0625,0.8641975308641975,False,True,False,False,False,False,False,-1,Active
41.0,53.0,1.62,161.0,142.0,61.0,1.42,761.0,21.0,3.3,3.0,1.0,20.51,20.195092211553114,Medium,535.9154929577466,100.0,0.062264150943396226,0.8819875776397516,True,False,True,False,False,False,False,0,Active
18.0,83.5,1.67,162.0,169.0,70.0,1.54,1389.0,12.1,1.7,2.0,1.0,33.8,29.940119760479043,Long,901.9480519480519,92.0,0.02035928143712575,1.0432098765432098,False,False,False,False,False,False,False,-1,Active
51.0,58.6,2.0,162.0,150.0,55.0,1.28,1030.0,16.7,3.4,3.0,2.0,37.28,14.65,Medium,804.6875,107.0,0.058020477815699655,0.9259259259259259,False,False,True,False,False,False,False,-1,Active
18.0,40.0,1.9,166.0,169.0,57.0,1.28,1556.0,17.4,2.1,2.0,3.0,19.51,11.0803324099723,Medium,1215.625,109.0,0.052500000000000005,1.0180722891566265,False,False,True,False,False,False,False,-1,Active
44.0,91.2,1.87,194.0,141.0,66.0,1.66,1345.0,22.7,2.5,2.0,1.0,15.5,26.08024250050044,Long,810.2409638554217,128.0,0.027412280701754384,0.7268041237113402,False,False,False,True,False,False,False,-1,Active
31.0,60.7,1.62,198.0,120.0,71.0,1.35,967.0,31.2,3.2,4.0,2.0,23.83,23.12909617436366,Medium,716.2962962962963,127.0,0.05271828665568369,0.6060606060606061,True,False,False,True,False,False,False,-1,Active
36.0,62.2,1.5,192.0,132.0,61.0,2.0,913.0,11.4,1.5,3.0,2.0,22.96,27.644444444444446,Long,456.5,131.0,0.024115755627009645,0.6875,True,True,False,False,False,False,False,-1,Active
23.0,62.1,1.83,168.0,149.0,51.0,1.39,1135.0,26.1,2.0,3.0,2.0,21.35,18.543402311206663,Medium,816.5467625899281,117.0,0.0322061191626409,0.8869047619047619,False,False,False,True,False,False,False,0,Active
24.0,79.0,1.62,177.0,169.0,73.0,1.0,887.0,25.0,3.5,2.0,3.0,12.32,30.102118579484827,Medium,887.0,104.0,0.04430379746835443,0.9548022598870056,True,False,False,True,False,False,False,-1,Active
38.0,58.4,1.65,169.0,141.0,53.0,2.0,1109.0,24.0,2.3,2.0,1.0,35.49,21.45087235996327,Long,554.5,116.0,0.039383561643835614,0.834319526627219,True,False,False,True,False,False,False,-1,Active
31.0,75.8,1.7,199.0,129.0,60.0,0.87,922.0,24.2,1.9,2.0,1.0,15.58,26.228373702422147,Medium,1059.7701149425288,139.0,0.025065963060686015,0.6482412060301508,False,True,False,False,False,False,False,-1,Active
55.0,65.5,1.94,170.0,123.0,74.0,1.37,787.0,28.7,3.1,3.0,1.0,17.0,17.403549792751623,Medium,574.4525547445255,96.0,0.04732824427480916,0.7235294117647059,False,True,False,False,False,False,False,0,Active
52.0,81.0,1.62,178.0,146.0,53.0,1.44,1628.0,25.4,2.5,4.0,1.0,17.41,30.864197530864192,Medium,1130.5555555555557,125.0,0.030864197530864196,0.8202247191011236,False,False,True,False,False,False,False,-1,Active
24.0,84.5,1.84,171.0,128.0,63.0,0.7,1067.0,32.0,2.4,2.0,1.0,12.32,24.958648393194707,Short,1524.2857142857144,108.0,0.028402366863905324,0.7485380116959064,False,False,False,False,False,False,False,-1,Active
18.0,48.7,1.75,187.0,141.0,70.0,2.0,1266.0,34.4,2.6,3.0,1.0,38.48,15.902040816326531,Long,633.0,117.0,0.053388090349075976,0.7540106951871658,True,False,False,False,False,True,False,0,Active
56.0,85.2,1.6,163.0,151.0,51.0,1.25,672.0,26.5,1.7,3.0,1.0,21.05,33.28124999999999,Medium,537.6,112.0,0.01995305164319249,0.9263803680981595,False,False,False,True,False,False,False,-1,Active
